prakrit	english
अण्णं पवज्जइ सो सुहिणो होंतु, जो दिअहं भणिज्जइ मए जीविओ ।	He possesses dominion over himself, and is happy, who can every day say, ""I have lived.
मंगलं"" - ""सव्वं चॉकलेटाइं होंतु"" अथ वा एहि ग्रहं परिदर्शणआच्छा ।	Mars"" - ""everything will be in chocolate"" or the desire to visit this planet.
और रुआओ वि अप्पाणं ण, व उम्मह [1] (समुदायं) व मणुस्सत्तं ।	And he happened to cry, not for himself, but for his Ummah [1] (the community) and for humanity.
सो सदा सुहिइ (छेमं कअप्प काफ़ीअणाणं वि)	She is ALWAYS happy (even before her sixth cup of coffee).
गरीबां का भी हिस्सा होना चाहिए, ईश्वरीय मित्ताइं ।	There must also be a share for the poor, God’s friends.
नगरवासिनियोंमें डरसंतोषं जाणइ ।	The fear among the city's inhabitants is palpable.
जाँचू जे ओहि नामक प्रयोग प्रारम्भ कयनाइ वैध वा अवैध अछि ।	Check if it is legal or illegal for you to start using that name.
12:74 पुच्छिज्जंतं किं दण्ड होइ तं पब्भमा?	12:74 ""What should be the punishment,"" they were asked, ""in case you are liars?
पिछली मंदी बैंकिंग 2 के साथ कभी नहीं आई होगी ।	The last recession would have never occurred with Banking 2.0.
सा बोली, अल्लाहक मक्काअपर पैग़म्बरं जिणओओतो तहा हिअअं ण होंति ।	She said, ""There is no Migration after Allah gave His Prophet victory over Mecca.
