english	prakrit
Speak the truth, do not lie.,	सच्चं बोल्लह, मा अलियं वयह।
As the seed, so the fruit.,	जहा बीयं तहा फलं।
Be a friend to all, make enemy of none.,	सव्वेसिं मित्तो होहि, केणावि सह वेरं मा कुणसु।
Know thyself, know the world.,	अप्पाणं जाणह, लोयं जाणह।
Forgiveness is the ornament of the brave.,	खमा वीरस्स भूसणं।
Protect nature.,	पयडीए रक्खणं कुणह।
Non-violence is the supreme dharma.,	अहिंसा परमो धम्मो।
Speak little, listen much.,	अप्पं भणाहि, बहुं सुणाहि।
As the thought, so the speech.,	जहा चिंता तहा वाया।
All sorrow should be endured.,	सव्वं दुक्खं सहियव्वं।
Knowledge is supreme strength.,	णाणं परमं बलं।
Action alone is the cause.,	कम्मं चेव कारणं।
May all people be happy.,	सव्वे जणा सुहिणो होंतु।
Truth alone triumphs.,	सच्चमेव जयइ।
Criticize yourself, not others.,	अप्पाणं णिंदसु मा परं।
Everything is impermanent, knowledge is permanent.,	सव्वं अणिच्चं, णाणं णिच्चं।
As the mind, so the speech.,	जहा मणो तहा वाणी।
May all have friends.,	सव्वेसिं मित्ताइं होंतु।
Love conquers all.,	पेम्मेण सव्वं जयइ।
Discontent is a great fault.,	अप्पसंतोसो महादोसो।
All dependence is sorrow.,	सव्वं परवसं दुक्खं।
One who protects dharma is protected.,	जो धम्मं रक्खइ सो रक्खिज्जइ।
Contentment is the root of happiness.,	सुहस्स मूलं संतोसो।
As the form, so the quality.,	जहा रूवं तहा गुणो।
Conquer yourself.,	अप्पाणं जिणह।
Nature is our mother.,	पयडी अम्हाणं माया।
Knowledge is the supreme wealth.,	विज्जा धणं सव्वुत्तमं।
One who is content is wealthy.,	जेण संतोसो तेण धणं।
Compassion should be shown to all beings.,	सव्वेसु भूएसु दया कायव्वा।
As the action, so the result.,	जहा कम्मं तहा फलं।
One who conquers oneself conquers all.,	जो अप्पाणं जिणइ सो सव्वं जिणइ।
The whole world is one family.,	सव्वं लोयं वसुहा कुडुंबयं।
